time	f_x	f_y	f_z	m_x	m_y	m_z	x	y	z	x0	y0	z0	u_x	u_y	u_z	theta	u0_x	u0_y	u0_z	theta0	dx	dy	dz	lambda_11	lambda_12	lambda_13	lambda_21	lambda_22	lambda_23	lambda_31	lambda_32	lambda_33	omega_x	omega_y	omega_z	lambda_w_11	lambda_w_12	lambda_w_13	lambda_w_21	lambda_w_22	lambda_w_23	lambda_w_31	lambda_w_32	lambda_w_33
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6190676819331197	-0.04576047996383292	-0.0545306406852046	0.6190676819331197	-0.04576047996383292	-0.0545306406852046	0.7350235710098169	-0.15788974432027125	0.6594021373171732	3.8351529432059377	1.1397035324487353e-22	-3.4624011066380853e-22	2.3170669930332107e-22	0.005	-0.00015868553490040767	5.329063901404774e-05	-0.00014082342696323356	4.163569318663104	-0.27791940114789	-0.09281065269089603	-0.27791940114789027	1.961361906006445	-0.06198308233194148	-0.09281065269089595	-0.061983082331941344	1.3245834704492865	-0.000783384451106923	-5.56844758517693e-05	-0.0002018709694106645	0.03388141235670394	0.008455086718367555	0.012096779859154423	0.008455086718367553	0.011431792142194	0.004490044250798205	0.012096779859154421	0.004490044250798207	0.02704984541680409
0.005	-0.5221317089772666	1.9914461728684472	-0.13048059263006495	0.38661080226380407	0.0012761732690197702	5.816667474826864	0.6190694288007633	-0.04576118783076605	-0.054526059110944165	0.6190676819331197	-0.04576047996383292	-0.0545306406852046	0.7350042109302704	-0.15789268649160693	0.659423012539928	3.835169645943883	-0.004426015181254636	0.010039779265247847	0.0022998491735018545	0.0050281842849125334	0.0003493513808904465	-0.000141587511501417	0.000916315598938601	4.163508123349507	-0.2779476456655921	-0.09264860320991151	-0.27794764566559227	1.961359124923868	-0.06197114398009779	-0.09264860320991143	-0.06197114398009791	1.3245721580727696	0.004450894180594339	-0.010096382693981071	-0.0023128433476182772	0.033880531899476964	0.008454256454695561	0.012095619621561192	0.008454256454695563	0.011431346694832208	0.004489398719701077	0.012095619621561195	0.004489398719701078	0.027049309009711954
0.01	-0.5023724556588772	1.9375430818387158	-0.15670037777619644	0.36173976172426386	0.04560388740307035	5.845759058444626	0.6190704989941134	-0.04576117067958396	-0.05451938895858005	0.6191793810374288	-0.04584453741412742	-0.05445907537504421	0.7349773355324205	-0.1578923939667365	0.6594530371308609	3.8351956853648717	-0.020252191217881667	0.04946839402750011	0.11789575485436851	0.005346013944052619	0.0002139915812274904	3.409529552638821e-06	0.0013340304189947666	4.163415960276673	-0.2779728392560058	-0.09240478380345811	-0.2779728392560052	1.9613486854880802	-0.06195637806156473	-0.09240478380345815	-0.06195637806156465	1.3245560520462312	0.005518494986816843	-0.014937232390820097	-0.0018299393683356608	0.033879112525056244	0.008453260035997166	0.012093666574439972	0.008453260035997162	0.011430861353432341	0.004488561976487381	0.01209366657443997	0.004488561976487382	0.02704829052703318
0.015	-0.5015119301531462	2.038832398211492	-0.15511744190207133	0.35953680741164906	0.10051523657523594	6.041192532429541	0.6190712747408834	-0.04576168662042568	-0.054509502044317565	0.6192538471069682	-0.04590057571432374	-0.05441136516827046	0.7349371967532208	-0.1578890184619529	0.6594985782226062	3.8352372742976555	-0.03419466590477321	0.08626691847358053	0.19547569089515512	0.0056065868739522	0.0001550395130815003	-0.00010323169221172521	0.0019773828720194967	4.1632742546069075	-0.27799935486651184	-0.0920277162146562	-0.27799935486651245	1.9613288005538982	-0.061935692868708855	-0.09202771621465589	-0.061935692868708786	1.3245317926657492	0.007913942863004286	-0.022951417624032598	-0.00170227179095153	0.033876851292612364	0.008451886514327211	0.012090565156285569	0.00845188651432721	0.011430233192676881	0.004487369917868459	0.012090565156285569	0.004487369917868459	0.027046640123887886
0.02	-0.5179309472557161	2.0224681946848437	-0.15867451384524953	0.32825800216629286	0.14637485535580758	6.090347052778386	0.619071664873261	-0.04576190675082059	-0.05449739454773247	0.6193034911533277	-0.045937934581121276	-0.05437955836375471	0.7348873338570006	-0.15788334000061777	0.6595554999291559	3.835291757809501	-0.04712678974529154	0.12145031688653402	0.24858819602041918	0.005816166988898773	7.7852998865885e-05	-4.409355083530837e-05	0.002421499308135299	4.163095694296389	-0.2780245498434773	-0.09155176230837571	-0.278024549843477	1.961301325504089	-0.06191014743644675	-0.09155176230837588	-0.06191014743644679	1.3245015066717811	0.009879573724903988	-0.028880561158982156	-0.0014009827475663014	0.0338739519878431	0.008450247505716895	0.012086598524229022	0.008450247505716893	0.011429509617770521	0.004485910058979119	0.012086598524229022	0.004485910058979119	0.02704450979674976
0.025	-0.5142860463093317	2.063222066425742	-0.16802263524420022	0.35282125053600777	0.10017828464354304	6.211909973267648	0.6190717838451442	-0.04576190719539014	-0.05448028682196284	0.619336587184234	-0.04596284049231966	-0.05435835382741102	0.7348186904243661	-0.15787092400979155	0.6596349471907279	3.835371225529907	-0.06079050657653001	0.1615645627085324	0.28420446536885097	0.0059970784391186905	2.344951616373804e-05	-2.0925267298294383e-07	0.0034215453993414907	4.16284633536218	-0.2780413273548402	-0.09087748834269033	-0.27804132735483955	1.961257250438	-0.06187742368804062	-0.09087748834268995	-0.06187742368804061	1.3244596043084236	0.013122902382310186	-0.040768768118891484	-0.00028289870617412586	0.03386973120974272	0.008448175406644788	0.012080917483477071	0.008448175406644788	0.011428668184014255	0.004484012526623497	0.01208091748347707	0.004484012526623496	0.027041451953795738
0.030000000000000002	-0.5124309071203166	2.0641825439352246	-0.141366565672208	0.36291356962065235	0.03957489104419916	6.231883241885879	0.619071485617547	-0.045761559811039965	-0.05445963261354201	0.6193586512048384	-0.045979444433118605	-0.05434421746984849	0.7347355860486421	-0.15785426710875955	0.6597314976180199	3.835470425565911	-0.07513747782503255	0.20476121854345894	0.3075669438056809	0.006161635050514853	-6.015935428184466e-05	6.930010422123915e-05	0.004130841922022507	4.1625423534702035	-0.27805318365123327	-0.09005344716125067	-0.278053183651233	1.9612011087411632	-0.06183812290670346	-0.09005344716125033	-0.06183812290670357	1.3244090162374644	0.015927287739095387	-0.049753411011075666	0.0004281671571855372	0.033864527707774164	0.008445742454294707	0.012073939976990557	0.008445742454294709	0.01142771222353931	0.004481746355799457	0.01207393997699056	0.0044817463557994585	0.027037687384433524
0.035	-0.517604347300294	2.0906351760693527	-0.14942786782693446	0.37540961221641694	0.02829917853814426	6.268719837681661	0.6190706390664037	-0.04576069620248113	-0.05443551932062455	0.619373360551908	-0.045990513726984567	-0.054334793231473465	0.7346384658231232	-0.15783060026048656	0.6598453047150238	3.835591571285697	-0.090020179067698	0.2515997945719586	0.3210438064618779	0.006319920960384777	-0.00017003609465498885	0.00017248636883013214	0.004822658536774614	4.162183695162114	-0.2780488607491019	-0.08907262344114315	-0.27804886074910146	1.9611295335386645	-0.061794015051002404	-0.08907262344114335	-0.06179401505100252	1.32435001604853	0.018345252740014823	-0.059097125726386916	0.0021564965270281793	0.0338582292220643	0.008443076566586947	0.012065587224814855	0.008443076566586947	0.01142674280393101	0.004479198656762847	0.012065587224814855	0.0044791986567628474	0.027033180112261804
0.04	-0.5595070540556982	2.111937731392654	-0.13324287668750595	0.3532980807702738	0.07797719490660748	6.308462788869927	0.6190700430159	-0.045758934749694224	-0.05440484589122488	0.6193831667832876	-0.04599789325622852	-0.05432851040589034	0.7345180112757987	-0.15779493500612374	0.6599879162513953	3.835747975945337	-0.10634719191444948	0.3062852141175896	0.3254852202470291	0.006491032759091011	-0.00012037209571764925	0.00035194692276861435	0.006134683727754173	4.161737590946838	-0.278018383719477	-0.08783190643089449	-0.2780183837194776	1.961033169658577	-0.06174324801805209	-0.08783190643089475	-0.061743248018052053	1.3242772377257044	0.022102285358074607	-0.07467366804863997	0.0049409546470254966	0.03385010628574623	0.008440031466582463	0.01205503972698126	0.008440031466582463	0.011425757144461776	0.004476230681818693	0.01205503972698126	0.004476230681818693	0.027027541504209916
0.045	-0.545236683902127	2.034709740353887	-0.1453891359711154	0.3636423424724361	0.10790862093851888	6.208122384061811	0.6190704968640571	-0.04575761204524553	-0.05437022780012435	0.6194785151915894	-0.04604487395338763	-0.05428553909996766	0.7343847335250258	-0.15775396301271083	0.6601460068190682	3.835921741103261	-0.14104485465326783	0.3390844611650716	0.27533397447515523	0.006489288707230383	8.933261497670017e-05	0.0002641406503602003	0.006923613884572743	4.161246389592431	-0.277979585532032	-0.08645350861895734	-0.27797958553203206	1.9609256286812382	-0.0616900232368703	-0.08645350861895733	-0.06169002323687033	1.3241981145257649	0.024190628067142988	-0.0829113143731112	0.0059162348776306516	0.033841054781914265	0.008436748965241152	0.012043406199663733	0.008436748965241153	0.011424734872171105	0.004473057113542083	0.012043406199663731	0.004473057113542081	0.027021379826795346
0.049999999999999996	-0.5600390229808182	1.973454432082224	-0.14549455112724796	0.34414005753799704	0.03532813603708537	6.104785682019302	0.6190693082712069	-0.045755951717631305	-0.05433662632058447	0.6195420807971238	-0.04607619441816038	-0.05425689156268595	0.7342505086386105	-0.15771407431877904	0.6603048245512919	3.8360999922295473	-0.17071961606824892	0.376045518561305	0.23397617545573132	0.0065559042164145195	-0.0002391750070815307	0.000331647398722986	0.006720291217492367	4.160746421041194	-0.2779397284037086	-0.08506457042101973	-0.27793972840370956	1.9608163528371945	-0.061634398942292556	-0.0850645704210192	-0.06163439894229264	1.3241196301515408	0.025183190600385538	-0.0833192944980505	0.006082355474446668	0.03383196741730732	0.008433436784452446	0.012031563610738495	0.00843343678445245	0.011423697314861456	0.004469792565581155	0.012031563610738497	0.004469792565581155	0.02701502350572384
0.05499999999999999	-0.5122100430099299	1.9492989870703228	-0.13241879488342811	0.3473993374519253	0.0028730222340198897	5.833920839022947	0.6190673218177791	-0.04575384652272557	-0.05430673192025294	0.6195844578674802	-0.04609707472800886	-0.05423779320449792	0.7341289777022123	-0.15767822937061404	0.6604484991885838	3.836264709454195	-0.19461716287703024	0.4102599289886077	0.20109699146562784	0.006651664587030679	-0.0003984892956310715	0.00042068675087283405	0.005978876495008139	4.160290738521277	-0.27789964063504385	-0.0838043989077681	-0.2778996406350444	1.9607160005544293	-0.06158281329929408	-0.08380439890776806	-0.061582813299294076	1.3240495101651084	0.02336001945926729	-0.07547329009206843	0.005892346118298221	0.03382372281554046	0.008430462409783235	0.012020757504509438	0.008430462409783233	0.011422775810099057	0.004466810826677978	0.012020757504509436	0.004466810826677977	0.027009185513792607
0.05999999999999999	-0.5284139500352875	1.966581232039999	-0.1551804086576165	0.34187916910056887	0.027525288499865214	5.64477427531324	0.6190675835362439	-0.04575222361007969	-0.05427517899978515	0.6196127092477177	-0.04611099493457452	-0.05422506096570575	0.7340079386891065	-0.15764232920251026	0.6605915848578275	3.8364269300961418	-0.21443181809147827	0.4455170748152837	0.17471903532607985	0.006776891553489594	5.115489058242053e-05	0.00032424909364491694	0.006310578915732897	4.159843719228854	-0.2778612961605396	-0.08255185687787402	-0.27786129616054	1.9606180172950165	-0.06153426201970574	-0.08255185687787357	-0.061534262019705785	1.3239810684578954	0.022950429969909533	-0.07512966979995907	0.005680815100621584	0.03381552445087428	0.008427523401100107	0.012010191985748857	0.008427523401100106	0.011421872811882297	0.004463942478709722	0.012010191985748857	0.004463942478709721	0.027003583323514362
0.06499999999999999	-0.4874803280825455	1.938148671316744	-0.16619472217453726	0.3132064777185047	0.10659076300642513	5.449529750948415	0.6190697356686292	-0.04575094549697045	-0.054238907851107236	0.6196315435012095	-0.04612027507228497	-0.05421657280651112	0.7338727651190706	-0.15760324847543847	0.6607510731633197	3.836606882068464	-0.23254107378807476	0.4858301982520196	0.15270105806052384	0.006943682637465979	0.0004289479125612467	0.0002552207125707481	0.007254223935215811	4.1593503107983345	-0.27782232039359805	-0.08115762094499385	-0.27782232039359706	1.9605111440111715	-0.061482169977608414	-0.08115762094499367	-0.06148216997760828	1.3239062690292616	0.025705962803287956	-0.08365092003166436	0.005961987027425174	0.03380641684603052	0.00842423886444786	0.011998584397888068	0.008424238864447858	0.011420857443540362	0.004460810938578531	0.011998584397888066	0.004460810938578532	0.026997516311091544
0.06999999999999999	-0.5296922319801837	1.860043686821895	-0.16411946071341973	0.31333266905676116	0.12276435556160832	5.402390386599927	0.6190751005913888	-0.04575007777410511	-0.05419616200760892	0.619644099670204	-0.046126461830758636	-0.054210914033714995	0.7337178444399362	-0.15755778590559255	0.6609339368279866	3.836811311655165	-0.24942862875793187	0.5317896824827614	0.13361071409271455	0.00715503801293621	0.0010710350538368008	0.00017304381955339645	0.008549165783152457	4.158793438507835	-0.27777774294713886	-0.07956134782647836	-0.27777774294713947	1.9603908437328903	-0.061426453187578146	-0.07956134782647784	-0.06142645318757826	1.3238226404566216	0.029034092961487682	-0.09591382828406882	0.006760189707507545	0.03379597607470587	0.008420525181471994	0.011985533461661929	0.00842052518147199	0.011419729515914833	0.004457371071390866	0.011985533461661929	0.004457371071390868	0.026990844808554022
0.075	-0.5195443166751244	1.830286411643696	-0.16142777542300882	0.29479828885166426	0.07083892431722576	5.407224820973575	0.6190813764304594	-0.04574918125243849	-0.05415408465613764	0.6196524704495336	-0.046130586336407736	-0.05420714151851743	0.7335645752510002	-0.15751299483168835	0.6611147180300648	3.8370149375622575	-0.26417702074575644	0.5753867607716134	0.11781657969358955	0.007374644227674122	0.0012532531110868252	0.00017882333460506698	0.008415469291199896	4.158245040220089	-0.27773182048344597	-0.07798151719933344	-0.2777318204834462	1.9602722996368094	-0.0613728329819166	-0.07798151719933344	-0.06137283298191654	1.3237418247195414	0.028977615436810322	-0.09486968123119004	0.006840200512868335	0.03378564197906949	0.008416891657519278	0.011972705013189583	0.008416891657519281	0.011418642214208324	0.004454032846534385	0.011972705013189583	0.004454032846534384	0.02698434106479231
0.08	-0.4926054480097896	1.8812672128422472	-0.14315296985336298	0.30496323763700856	-0.011471288725544995	5.4402488833283105	0.619088427721926	-0.04574867550810613	-0.05411446063162785	0.6196089367417918	-0.046226423560818436	-0.05412268999003419	0.7334223232116693	-0.15747039848867744	0.661282669827824	3.837205958068192	-0.1706221365392308	0.701005304973065	0.07922627246136735	0.007848104951435005	0.0014085911452569634	0.00010075265508149576	0.00792480653779806	4.157738719359044	-0.2776833440507149	-0.07650972650830883	-0.27768334405071476	1.9601613688947517	-0.061325841574014744	-0.07650972650830874	-0.06132584157401465	1.3236685206148142	0.026944095225241174	-0.08828263476937717	0.006863267001495654	0.03377598380872546	0.008413609027760198	0.011960849540371816	0.008413609027760196	0.011417703415300339	0.004451046733086456	0.011960849540371812	0.004451046733086455	0.02697839792574635
0.085	-0.4996625915188685	1.8957100991043534	-0.1343263458462755	0.3586565634423215	-0.040614563934232475	5.4950988363298965	0.6190966214155613	-0.04574853976002241	-0.05407428691809896	0.6195799142699641	-0.046290315043758884	-0.05406638897104551	0.7332797786958662	-0.15742586048326673	0.6614513320017161	3.837395707185106	-0.10973025910647824	0.7884556019529774	0.05134743132271023	0.008317447605189918	0.0016370550506554745	2.6767563646454878e-05	0.008034747712724447	4.157234161187912	-0.27763221055807374	-0.07503292359795549	-0.2776322105580736	1.9600502851897488	-0.061281001701133445	-0.07503292359795545	-0.06128100170113352	1.3235967911552935	0.026301737697674646	-0.08873831317373414	0.007092542451949008	0.03376628294338174	0.00841037636307884	0.011949043573235812	0.008410376363078844	0.01141680507875037	0.004448140852044833	0.011949043573235812	0.004448140852044831	0.02697253803722698
0.09000000000000001	-0.49300900969980754	1.9325131257015633	-0.13133814647690234	0.3389341621236788	0.033890275231314784	5.648333270673861	0.6191047186216398	-0.04574790544822088	-0.05403224661770566	0.619560565955412	-0.04633290936571921	-0.054028854958386684	0.7331309259823793	-0.15737703846691947	0.6616279265052232	3.837592340474335	-0.07167755298678141	0.8544865466778779	0.030744495517548553	0.008756857485489359	0.0016176021096483589	0.00012643743258542047	0.008408062174587854	4.15670576804871	-0.2775751479827336	-0.07348948541245806	-0.27757514798273436	1.9599333169779647	-0.06123347127686828	-0.07348948541245837	-0.06123347127686819	1.3235233789349314	0.026677115126936695	-0.09302956479956742	0.00774687962882257	0.033756146200767286	0.008407031238231598	0.011936676951175309	0.008407031238231598	0.01141588777860303	0.0044451007009461896	0.011936676951175309	0.00444510070094619	0.026966379863682832
0.09500000000000001	-0.4924591766902241	1.7997194093489952	-0.13453151265071212	0.3304882272794199	-0.007798131750889059	5.604985120283185	0.6191112258037723	-0.04574716548385693	-0.05399567788312153	0.6195476670790441	-0.04636130558035942	-0.05400383228328073	0.732999518954525	-0.1573358140992647	0.6617833080504197	3.837768980972774	-0.04780499216428913	0.9026632086337446	0.016001814259426043	0.009124664121770164	0.001300006140907056	0.0001476564232438531	0.0073137458153305105	4.156237140015534	-0.2775253024552704	-0.07212775056196598	-0.2775253024552716	1.9598300970647284	-0.06119055326710856	-0.07212775056196606	-0.061190553267108413	1.323459924008101	0.02446560144788315	-0.08184311577816981	0.0068240942817502735	0.03374723170401794	0.00840407089943411	0.011925724245081511	0.00840407089943411	0.011415068750407183	0.004442385415416792	0.011925724245081511	0.004442385415416791	0.02696088950434721
