time	f_x	f_y	f_z	m_x	m_y	m_z	x	y	z	x0	y0	z0	u_x	u_y	u_z	theta	u0_x	u0_y	u0_z	theta0	dx	dy	dz	lambda_11	lambda_12	lambda_13	lambda_21	lambda_22	lambda_23	lambda_31	lambda_32	lambda_33	omega_x	omega_y	omega_z	lambda_w_11	lambda_w_12	lambda_w_13	lambda_w_21	lambda_w_22	lambda_w_23	lambda_w_31	lambda_w_32	lambda_w_33
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6191612136387228	-0.04583947824078882	-0.054404262882614664	0.6191612136387228	-0.04583947824078882	-0.054404262882614664	0.7349404222605066	-0.1578110667164409	0.6595136412155304	3.8351970106846407	1.8336663418735333e-21	-1.5207934108481838e-21	1.7867475097851167e-21	0.005	-0.0001946547908298135	-0.0003959819936571208	-9.041543385250506e-05	4.16353655097168	-0.2778230786026327	-0.09185192832586235	-0.2778230786026324	1.96132121015492	-0.062115961940741156	-0.09185192832586189	-0.06211596194074127	1.3245411594995562	-0.0001737287873560512	0.0002899659599098738	-0.0003025408470621476	0.033873635323003144	0.008455484420081717	0.01209617461243821	0.008455484420081715	0.011433133608551986	0.004493856845981381	0.01209617461243821	0.004493856845981382	0.027054514052633854
0.005	-0.4099875303143689	1.5771521584206674	-0.48214935972658274	-0.020301918737608157	0.4531783387697291	5.89470559515159	0.6191667482576305	-0.04583819288134533	-0.054396785701986174	0.6191612136387228	-0.04583947824078882	-0.054404262882614664	0.7349184871128019	-0.15780534615733666	0.6595394529700203	3.835222156059441	-0.0036992194425668375	0.013262612706831017	-0.0002772232006876237	0.005034667771689345	0.0011068841744790586	0.00025705722664356106	0.001495444459334695	4.163475074746289	-0.2778220279178815	-0.0916388965421396	-0.2778220279178825	1.9613099333499957	-0.06211021137715483	-0.09163889654213989	-0.062110211377154716	1.3245278218874057	0.0037248480503982734	-0.01335455904907015	0.00027913366300135503	0.033872186922692366	0.008454900469493891	0.012094854152394401	0.008454900469493893	0.01143292706608907	0.004493484085229372	0.012094854152394401	0.004493484085229372	0.027054123644018192
0.01	-0.4145105059318883	1.5915181254349973	-0.48681930539057533	-0.040109916372285365	0.45844969735143115	5.914372624827081	0.6191679948822382	-0.04583781051225333	-0.0543887879747414	0.6191612136387228	-0.04583947824078882	-0.054404262882614664	0.7348881294455515	-0.15779644344168317	0.6595754086055468	3.83526036211684	-0.008987357910007024	0.03160252376290464	-0.0013191704036375148	0.005083579283495705	0.0002492513544648524	7.645290901002897e-05	0.0015995458395327013	4.163367321881388	-0.27781579214176605	-0.09132867741110201	-0.27781579214176666	1.9612871036505757	-0.06209858861544638	-0.09132867741110215	-0.06209858861544625	1.3245089613634602	0.005412684751691519	-0.018776204943955863	0.0010620869335269728	0.03387013812573918	0.008454124238481908	0.01209233424769419	0.008454124238481908	0.011432672678184952	0.004492782213217094	0.01209233424769419	0.004492782213217095	0.027052853033219224
0.015	-0.43527901027522287	1.6688449239347836	-0.4775429800069598	-0.0096327390256849	0.51918606916961	6.086338439644403	0.6191690188084105	-0.045837531324185	-0.054377007254049085	0.6191962114993135	-0.04579968220629378	-0.05446788090680486	0.7348428779912639	-0.15778278670877724	0.6596290903863542	3.835317755078379	0.38687939719349007	-0.054849309863081994	-0.0354577980097171	0.006220271355539074	0.00020462083198626003	5.579236196440605e-05	0.0023561442210534075	4.163203559079001	-0.2778052683691569	-0.09086328800331078	-0.2778052683691566	1.9612518609074767	-0.062081068236839315	-0.09086328800331082	-0.06208106823683929	1.3244809154886175	0.008038340371089237	-0.02807325351699104	0.0017310940489633846	0.03386707003758156	0.008452981655642632	0.01208847611661283	0.008452981655642634	0.011432305900069316	0.004491720403454328	0.012088476116612831	0.0044917204034543275	0.027050855900992953
0.02	-0.4446652118023124	1.665924394584655	-0.4773108436287157	-0.01552570582740731	0.5122871118396498	6.172765524627317	0.6191684984242818	-0.04583670699804554	-0.054362131401906835	0.6192195434063739	-0.04577315151663042	-0.054510292922931504	0.7347838078419767	-0.1577659259130475	0.6596989225048381	3.8353951665762964	0.5908352643199879	-0.0896133453048687	-0.05402906260206461	0.007143006041784101	-0.00010435574888314881	0.00016478123271934512	0.0029751702258827336	4.162983982817969	-0.27779089018977193	-0.09025485682109066	-0.2777908901897718	1.9612044723022124	-0.06205563163441921	-0.0902548568210906	-0.062055631634419295	1.3244442422639993	0.011098396648674356	-0.03653725872262766	0.002368491371600626	0.03386307965661783	0.008451468833456677	0.012083282773343074	0.008451468833456677	0.011431810086974208	0.004490243209026196	0.012083282773343074	0.004490243209026195	0.02704806815382917
0.025	-0.47700732558168973	1.6981868166328893	-0.4677453102711525	-0.02314561234904272	0.47061538663466795	6.2931734212636865	0.6191678027506475	-0.045835214329189855	-0.05434184398352952	0.6192350980110808	-0.04575546439018818	-0.05453856760034934	0.7347047843903389	-0.15774297282045738	0.6597924175979217	3.835499152603716	0.7102555424614588	-0.09683725101368293	-0.06620520514463997	0.007811746598326183	-0.00013963496495251446	0.00029838148188385217	0.004057483308822499	4.1626902322471295	-0.2777699926432611	-0.08944029745828579	-0.2777699926432612	1.9611406801818125	-0.0620213804982479	-0.08944029745828594	-0.062021380498248	1.3243954789671304	0.014813136224630524	-0.04896120523534262	0.0033186847943121813	0.03385773065559815	0.008449456814383928	0.012076329633726653	0.00844945681438393	0.01143115554202201	0.0044882680752020105	0.012076329633726646	0.004488268075202008	0.027044337362740582
0.030000000000000002	-0.4575457648065916	1.7582347748961316	-0.45437149611248834	0.015613585263254542	0.43141304889202425	6.424673373632071	0.6191670746474534	-0.04583259066529127	-0.05431541707142032	0.6192454677475521	-0.04574367297256003	-0.05455741738529472	0.7346009317668846	-0.1577210386302451	0.6599132859858348	3.835645471049521	0.7835474447579573	-0.08601232909881448	-0.07506743072480147	0.00827691060919716	-0.00014647266573383034	0.0005244550549047025	0.005285382875662638	4.162305722130945	-0.27774903722089006	-0.08837835120669782	-0.2777490372208905	1.9610596455743177	-0.06197425302437495	-0.08837835120669783	-0.06197425302437501	1.3243320688072124	0.02291958950833751	-0.06307357070043178	0.0037541836587782576	0.03385080245086279	0.008446726030733107	0.01206730649990287	0.008446726030733109	0.011430221922011	0.004485604541810939	0.012067306499902869	0.004485604541810937	0.027039508886657446
0.035	-0.4509313799203166	1.8183399842152368	-0.47146440922119687	0.021424458564800047	0.4353607465484075	6.612167372143041	0.6191666627351786	-0.04582963569203147	-0.05428018846960897	0.6192523809051995	-0.04573581202747461	-0.05456998390859156	0.7344630552955546	-0.15769093091337508	0.6600739282183414	3.835835349791298	0.8296844620198937	-0.057760439410287384	-0.08239721017902553	0.008589319915220061	-8.387783187236488e-05	0.0005905135253288728	0.007045719724853735	4.161797090087359	-0.27772504692377153	-0.08697233425226122	-0.2777250469237721	1.960953710705488	-0.061912537728453856	-0.08697233425226131	-0.06191253772845394	1.3242494040000743	0.029544982858600112	-0.08376668969880026	0.0046420273861427774	0.03384166425475268	0.008443089503401459	0.012055407291135344	0.008443089503401455	0.011428968324258652	0.004482088577560148	0.012055407291135346	0.004482088577560149	0.027033159631297706
0.04	-0.46257296970491835	1.7353202590435333	-0.460425716353309	-0.0024239521494191507	0.4310590571572685	6.6378016242650455	0.6191642911403736	-0.04582665318258833	-0.054239985677092484	0.6192569896769646	-0.04573057139741765	-0.054578361590789305	0.7343006965388272	-0.15765683673093772	0.6602626817370398	3.8360604712228357	0.8577845359967725	-0.01778063820895101	-0.08884786990088805	0.008791643068185943	-0.00047638885541120173	0.0005958320266364592	0.008040557055605548	4.16119169238865	-0.27769883916198584	-0.08531626461548808	-0.27769883916198623	1.9608283524832817	-0.061838477394115264	-0.08531626461548739	-0.061838477394115236	1.3241539036919456	0.03535569421600831	-0.09840077642279738	0.005369544553678515	0.033830963479799255	0.008438795605889152	0.012041242337244394	0.008438795605889149	0.011427478213238624	0.004477880514638428	0.012041242337244391	0.004477880514638428	0.027025491121143806
0.045	-0.4930282443774979	1.698243806710161	-0.4390268947611559	0.020874975930611772	0.416082068737637	6.622267367822738	0.6191616507164148	-0.04582415645888904	-0.05419636380315239	0.6192600621914746	-0.045727077644046335	-0.05458394671225462	0.7341244602505151	-0.15762375411356458	0.660466523755017	3.836304858827715	0.8732440839611101	0.02912193748120731	-0.09417621356274346	0.008918933288347742	-0.0005305002278579085	0.0004985572512420293	0.008724371644887863	4.160534674437147	-0.2776805719037305	-0.08352778643920056	-0.27768057190373147	1.9606955564314859	-0.06175754510037188	-0.08352778643920052	-0.06175754510037174	1.3240527787168672	0.03935573126508267	-0.10603008020111951	0.004948528331803702	0.03381950320964906	0.008434061025987292	0.012025947412429093	0.00843406102598729	0.011425792373556603	0.004473267339417795	0.012025947412429095	0.0044732673394177955	0.027017184438774766
